year,country,production_tonnes,source,source_priority
1967,Chile,1.8,CLIO,1
1968,Chile,1.8,CLIO,1
1969,Chile,1.8,CLIO,1
1970,Chile,1.6,CLIO,1
1971,Chile,2,CLIO,1
1972,Chile,3.6,CLIO,1
1973,Chile,3.2,CLIO,1
1974,Chile,3.7,CLIO,1
1975,Chile,4,CLIO,1
1976,Chile,4,CLIO,1
1977,Chile,3.6,CLIO,1
1978,Chile,3.2,CLIO,1
1979,Chile,3.5,CLIO,1
1980,Chile,6.8,CLIO,1
1981,Chile,12,CLIO,1
1982,Chile,17,CLIO,1
1983,Chile,18,CLIO,1
1984,Chile,17,CLIO,1
1985,Chile,17,CLIO,1
1986,Chile,18,CLIO,1
1987,Chile,17,CLIO,1
1988,Chile,21,CLIO,1
1989,Chile,22,CLIO,1
1990,Chile,27,CLIO,1
1991,Chile,29,CLIO,1
1992,Chile,34,CLIO,1
1993,Chile,33,CLIO,1
1994,Chile,38.786,CLIO,1
1995,Chile,44.6,CLIO,1
1996,Chile,53.1,CLIO,1
1997,Chile,49.5,CLIO,1
1998,Chile,45,CLIO,1
1999,Chile,46.7,CLIO,1
2000,Chile,54.1,CLIO,1
2001,Chile,42.7,CLIO,1
2002,Chile,38.7,CLIO,1
2003,Chile,39,CLIO,1
2004,Chile,40,CLIO,1
2005,Chile,40.5,CLIO,1
2006,Chile,42.1,CLIO,1
2007,Chile,41.5,CLIO,1
2008,Chile,39.162,CLIO,1
2009,Chile,40.834,CLIO,1
2010,Chile,39.494,CLIO,1
2011,Chile,45.137,CLIO,1
2012,Chile,49.396,CLIO,1
1891,China,6.7,CLIO,1
1892,China,11.7,CLIO,1
1893,China,12.3,CLIO,1
1894,China,12.9,CLIO,1
1895,China,7,CLIO,1
1896,China,9.9,CLIO,1
1897,China,9.9,CLIO,1
1898,China,9.9,CLIO,1
1899,China,7.2,CLIO,1
1900,China,5.85,CLIO,1
1901,China,4.5,CLIO,1
1910,China,5.5,CLIO,1
1911,China,5,CLIO,1
1912,China,5.5,CLIO,1
1913,China,5.4,CLIO,1
1914,China,5.5,CLIO,1
1915,China,6.2,CLIO,1
1916,China,4.7,CLIO,1
1917,China,5.4,CLIO,1
1918,China,5.4,CLIO,1
1919,China,5,CLIO,1
1920,China,3.9,CLIO,1
1921,China,3.1,CLIO,1
1922,China,3.1,CLIO,1
1923,China,2.8,CLIO,1
1924,China,3.3,CLIO,1
1925,China,3.3,CLIO,1
1926,China,3.4,CLIO,1
1927,China,3.1,CLIO,1
1928,China,0.3,CLIO,1
1929,China,2.9,CLIO,1
1930,China,4,CLIO,1
1931,China,5.1,CLIO,1
1932,China,6.4,CLIO,1
1933,China,3.9,CLIO,1
1934,China,4.4,CLIO,1
1935,China,6.4,CLIO,1
1936,China,8.3,CLIO,1
1937,China,8.6,CLIO,1
1938,China,10.1,CLIO,1
1939,China,10.7,CLIO,1
1940,China,11.1,CLIO,1
1941,China,11.3,CLIO,1
1942,China,10.8,CLIO,1
1943,China,3.3,CLIO,1
1944,China,0.7,CLIO,1
1947,China,3.6,CLIO,1
1948,China,0.5,CLIO,1
1949,China,0.6,CLIO,1
1950,China,0.9,CLIO,1
1951,China,1,CLIO,1
1952,China,1,CLIO,1
1953,China,0.8,CLIO,1
1954,China,0.7,CLIO,1
1955,China,0.9,CLIO,1
1956,China,1,CLIO,1
1957,China,0.6,CLIO,1
1958,China,0.7,CLIO,1
1959,China,0.4,CLIO,1
1960,China,0.5,CLIO,1
1961,China,0.5,CLIO,1
1962,China,0.7,CLIO,1
1963,China,1,CLIO,1
1964,China,0.5,CLIO,1
1965,China,1,CLIO,1
1966,China,1.8,CLIO,1
1967,China,1.5,CLIO,1
1968,China,1.5,CLIO,1
1969,China,1.5,CLIO,1
1970,China,1.5,CLIO,1
1971,China,1.5,CLIO,1
1972,China,1.5,CLIO,1
1973,China,1.5,CLIO,1
1974,China,1.5,CLIO,1
1975,China,1.6,CLIO,1
1976,China,2.5,CLIO,1
1977,China,28,CLIO,1
1978,China,34,CLIO,1
1979,China,40,CLIO,1
1980,China,45,CLIO,1
1981,China,52.9,CLIO,1
1982,China,56,CLIO,1
1983,China,57.5,CLIO,1
1984,China,59.1,CLIO,1
1985,China,59.1,CLIO,1
1986,China,66,CLIO,1
1987,China,72,CLIO,1
1988,China,78,CLIO,1
1989,China,90,CLIO,1
1990,China,100,CLIO,1
1991,China,120,CLIO,1
1992,China,140,CLIO,1
1993,China,160,CLIO,1
1994,China,160,CLIO,1
1995,China,140,CLIO,1
1996,China,145,CLIO,1
1997,China,175,CLIO,1
1998,China,178,CLIO,1
1999,China,173,CLIO,1
2000,China,180,CLIO,1
2001,China,185,CLIO,1
2002,China,192,CLIO,1
2003,China,205,CLIO,1
2004,China,215,CLIO,1
2005,China,230,CLIO,1
2006,China,250,CLIO,1
2007,China,280,CLIO,1
2008,China,290,CLIO,1
2009,China,320,CLIO,1
2010,China,350,CLIO,1
2011,China,360.96,CLIO,1
2012,China,403.05,CLIO,1
1681,Colombia,4,CLIO,1
1682,Colombia,4,CLIO,1
1683,Colombia,4,CLIO,1
1684,Colombia,4,CLIO,1
1685,Colombia,4,CLIO,1
1686,Colombia,4,CLIO,1
1687,Colombia,4,CLIO,1
1688,Colombia,4,CLIO,1
1689,Colombia,4,CLIO,1
1690,Colombia,4,CLIO,1
1691,Colombia,4,CLIO,1
1692,Colombia,4,CLIO,1
1693,Colombia,4,CLIO,1
1694,Colombia,4,CLIO,1
1695,Colombia,4,CLIO,1
1696,Colombia,4,CLIO,1
1697,Colombia,4,CLIO,1
1698,Colombia,4,CLIO,1
1699,Colombia,4,CLIO,1
1700,Colombia,4,CLIO,1
1701,Colombia,5,CLIO,1
1702,Colombia,5,CLIO,1
1703,Colombia,5,CLIO,1
1704,Colombia,5,CLIO,1
1705,Colombia,5,CLIO,1
1706,Colombia,5,CLIO,1
1707,Colombia,5,CLIO,1
1708,Colombia,5,CLIO,1
1709,Colombia,5,CLIO,1
1710,Colombia,5,CLIO,1
1711,Colombia,5,CLIO,1
1712,Colombia,5,CLIO,1
1713,Colombia,5,CLIO,1
1714,Colombia,5,CLIO,1
1715,Colombia,5,CLIO,1
1716,Colombia,5,CLIO,1
1717,Colombia,5,CLIO,1
1718,Colombia,5,CLIO,1
1719,Colombia,5,CLIO,1
1720,Colombia,5,CLIO,1
1721,Colombia,5,CLIO,1
1722,Colombia,5,CLIO,1
1723,Colombia,5,CLIO,1
1724,Colombia,5,CLIO,1
1725,Colombia,5,CLIO,1
1726,Colombia,5,CLIO,1
1727,Colombia,5,CLIO,1
1728,Colombia,5,CLIO,1
1729,Colombia,5,CLIO,1
1730,Colombia,5,CLIO,1
1731,Colombia,5,CLIO,1
1732,Colombia,5,CLIO,1
1733,Colombia,5,CLIO,1
1734,Colombia,5,CLIO,1
1735,Colombia,5,CLIO,1
1736,Colombia,5,CLIO,1
1737,Colombia,5,CLIO,1
1738,Colombia,5,CLIO,1
1739,Colombia,5,CLIO,1
1740,Colombia,5,CLIO,1
1741,Colombia,5,CLIO,1
1742,Colombia,5,CLIO,1
1743,Colombia,5,CLIO,1
1744,Colombia,5,CLIO,1
1745,Colombia,5,CLIO,1
1746,Colombia,5,CLIO,1
1747,Colombia,5,CLIO,1
1748,Colombia,5,CLIO,1
1749,Colombia,5,CLIO,1
1750,Colombia,5,CLIO,1
1751,Colombia,5,CLIO,1
1752,Colombia,5,CLIO,1
1753,Colombia,5,CLIO,1
1754,Colombia,5,CLIO,1
1755,Colombia,5,CLIO,1
1756,Colombia,5,CLIO,1
1757,Colombia,5,CLIO,1
1758,Colombia,5,CLIO,1
1759,Colombia,5,CLIO,1
1760,Colombia,5,CLIO,1
1761,Colombia,4,CLIO,1
1762,Colombia,4,CLIO,1
1763,Colombia,4,CLIO,1
1764,Colombia,4,CLIO,1
1765,Colombia,4,CLIO,1
1766,Colombia,4,CLIO,1
1767,Colombia,4,CLIO,1
1768,Colombia,4,CLIO,1
1769,Colombia,4,CLIO,1
1770,Colombia,4,CLIO,1
1771,Colombia,4,CLIO,1
1772,Colombia,4,CLIO,1
1773,Colombia,4,CLIO,1
1774,Colombia,4,CLIO,1
1775,Colombia,4,CLIO,1
1776,Colombia,4,CLIO,1
1777,Colombia,4,CLIO,1
1778,Colombia,4,CLIO,1
1779,Colombia,4,CLIO,1
1780,Colombia,4,CLIO,1
1781,Colombia,4.5,CLIO,1
1782,Colombia,4.5,CLIO,1
1783,Colombia,4.5,CLIO,1
1784,Colombia,4.5,CLIO,1
1785,Colombia,4.5,CLIO,1
1786,Colombia,4.5,CLIO,1
1787,Colombia,4.5,CLIO,1
1788,Colombia,4.5,CLIO,1
1789,Colombia,4.5,CLIO,1
1790,Colombia,4.5,CLIO,1
1791,Colombia,4.5,CLIO,1
1792,Colombia,4.5,CLIO,1
1793,Colombia,4.5,CLIO,1
1794,Colombia,4.5,CLIO,1
1795,Colombia,4.5,CLIO,1
1796,Colombia,4.5,CLIO,1
1797,Colombia,4.5,CLIO,1
1798,Colombia,4.5,CLIO,1
1799,Colombia,4.5,CLIO,1
1800,Colombia,4.5,CLIO,1
1801,Colombia,5,CLIO,1
1802,Colombia,5,CLIO,1
1803,Colombia,5,CLIO,1
1804,Colombia,5,CLIO,1
1805,Colombia,5,CLIO,1
1806,Colombia,5,CLIO,1
1807,Colombia,5,CLIO,1
1808,Colombia,5,CLIO,1
1809,Colombia,5,CLIO,1
1810,Colombia,5,CLIO,1
1811,Colombia,3,CLIO,1
1812,Colombia,3,CLIO,1
1813,Colombia,3,CLIO,1
1814,Colombia,3,CLIO,1
1815,Colombia,3,CLIO,1
1816,Colombia,3,CLIO,1
1817,Colombia,3,CLIO,1
1818,Colombia,3,CLIO,1
1819,Colombia,3,CLIO,1
1820,Colombia,3.2,CLIO,1
1821,Colombia,3.2,CLIO,1
1822,Colombia,3.2,CLIO,1
1823,Colombia,3.2,CLIO,1
1824,Colombia,3.2,CLIO,1
1825,Colombia,3.2,CLIO,1
1826,Colombia,3.2,CLIO,1
1827,Colombia,3.2,CLIO,1
1828,Colombia,3.2,CLIO,1
1829,Colombia,3.2,CLIO,1
1830,Colombia,3.2,CLIO,1
1831,Colombia,3.3,CLIO,1
1832,Colombia,3.3,CLIO,1
1833,Colombia,3.3,CLIO,1
1834,Colombia,3.3,CLIO,1
1835,Colombia,3.3,CLIO,1
1836,Colombia,3.3,CLIO,1
1837,Colombia,3.3,CLIO,1
1838,Colombia,3.3,CLIO,1
1839,Colombia,3.3,CLIO,1
1840,Colombia,3.3,CLIO,1
1841,Colombia,3.4,CLIO,1
1842,Colombia,3.4,CLIO,1
1843,Colombia,3.4,CLIO,1
1844,Colombia,3.4,CLIO,1
1845,Colombia,3.4,CLIO,1
1846,Colombia,3.4,CLIO,1
1847,Colombia,3.4,CLIO,1
1848,Colombia,3.4,CLIO,1
1849,Colombia,3.4,CLIO,1
1850,Colombia,3.4,CLIO,1
1851,Colombia,3.5,CLIO,1
1852,Colombia,3.5,CLIO,1
1853,Colombia,3.5,CLIO,1
1854,Colombia,3.5,CLIO,1
1855,Colombia,3.5,CLIO,1
1856,Colombia,3.5,CLIO,1
1857,Colombia,3.5,CLIO,1
1858,Colombia,3.5,CLIO,1
1859,Colombia,3.5,CLIO,1
1860,Colombia,3.5,CLIO,1
1861,Colombia,3.5,CLIO,1
1862,Colombia,3.5,CLIO,1
1863,Colombia,3.5,CLIO,1
1864,Colombia,3.5,CLIO,1
1865,Colombia,3.5,CLIO,1
1866,Colombia,3.5,CLIO,1
1867,Colombia,3.5,CLIO,1
1868,Colombia,3.5,CLIO,1
1869,Colombia,3.5,CLIO,1
1870,Colombia,3.5,CLIO,1
1871,Colombia,3.5,CLIO,1
1872,Colombia,3.5,CLIO,1
1873,Colombia,3.5,CLIO,1
1874,Colombia,3.5,CLIO,1
1875,Colombia,3.5,CLIO,1
1876,Colombia,4,CLIO,1
1877,Colombia,4,CLIO,1
1878,Colombia,4,CLIO,1
1879,Colombia,4,CLIO,1
1880,Colombia,4,CLIO,1
1881,Colombia,5.2,CLIO,1
1882,Colombia,5.2,CLIO,1
1883,Colombia,5.2,CLIO,1
1884,Colombia,5.2,CLIO,1
1885,Colombia,5.2,CLIO,1
1886,Colombia,4.4,CLIO,1
1887,Colombia,4.4,CLIO,1
1888,Colombia,4.4,CLIO,1
1889,Colombia,4.4,CLIO,1
1890,Colombia,4.4,CLIO,1
1891,Colombia,4.7,CLIO,1
1892,Colombia,4.7,CLIO,1
1893,Colombia,4.7,CLIO,1
1894,Colombia,4.3,CLIO,1
1895,Colombia,4.4,CLIO,1
1896,Colombia,3.3,CLIO,1
1897,Colombia,3.4,CLIO,1
1898,Colombia,3.2,CLIO,1
1899,Colombia,2.8,CLIO,1
1900,Colombia,1.8,CLIO,1
1901,Colombia,4.2,CLIO,1
1902,Colombia,3.8,CLIO,1
1903,Colombia,4.1,CLIO,1
1904,Colombia,2.9,CLIO,1
1905,Colombia,3.9,CLIO,1
1906,Colombia,3.3,CLIO,1
1907,Colombia,4.9,CLIO,1
1908,Colombia,5.1,CLIO,1
1909,Colombia,4.8,CLIO,1
1910,Colombia,5,CLIO,1
1911,Colombia,4.8,CLIO,1
1912,Colombia,4.4,CLIO,1
1913,Colombia,4.4,CLIO,1
1914,Colombia,7,CLIO,1
1915,Colombia,8.2,CLIO,1
1916,Colombia,9.3,CLIO,1
1917,Colombia,7.5,CLIO,1
1918,Colombia,7.3,CLIO,1
1919,Colombia,9,CLIO,1
1920,Colombia,8.7,CLIO,1
1921,Colombia,9,CLIO,1
1922,Colombia,9,CLIO,1
1923,Colombia,8.6,CLIO,1
1924,Colombia,3,CLIO,1
1925,Colombia,2.4,CLIO,1
1926,Colombia,2.3,CLIO,1
1927,Colombia,2.3,CLIO,1
1928,Colombia,4.5,CLIO,1
1929,Colombia,4.2,CLIO,1
1930,Colombia,4.9,CLIO,1
1931,Colombia,6,CLIO,1
1932,Colombia,7.7,CLIO,1
1933,Colombia,9.3,CLIO,1
1934,Colombia,10.7,CLIO,1
1935,Colombia,10.2,CLIO,1
1936,Colombia,12.1,CLIO,1
1937,Colombia,13.8,CLIO,1
1938,Colombia,16.2,CLIO,1
1939,Colombia,17.7,CLIO,1
1940,Colombia,19.7,CLIO,1
1941,Colombia,20.4,CLIO,1
1942,Colombia,18.6,CLIO,1
1943,Colombia,17.6,CLIO,1
1944,Colombia,17.2,CLIO,1
1945,Colombia,15.8,CLIO,1
1946,Colombia,13.6,CLIO,1
1947,Colombia,11.9,CLIO,1
1948,Colombia,10.4,CLIO,1
1949,Colombia,11.2,CLIO,1
1950,Colombia,11.8,CLIO,1
1951,Colombia,13.4,CLIO,1
1952,Colombia,13.1,CLIO,1
1953,Colombia,13.6,CLIO,1
1954,Colombia,11.7,CLIO,1
1955,Colombia,11.8,CLIO,1
1956,Colombia,13.6,CLIO,1
1957,Colombia,10.1,CLIO,1
1958,Colombia,11.6,CLIO,1
1959,Colombia,12.4,CLIO,1
1960,Colombia,13.5,CLIO,1
1961,Colombia,12.5,CLIO,1
1962,Colombia,12.3,CLIO,1
1963,Colombia,10.1,CLIO,1
1964,Colombia,11.4,CLIO,1
1965,Colombia,9.9,CLIO,1
1966,Colombia,8.7,CLIO,1
1967,Colombia,8,CLIO,1
1968,Colombia,7.5,CLIO,1
1969,Colombia,6.8,CLIO,1
1970,Colombia,6.3,CLIO,1
1971,Colombia,5.9,CLIO,1
1972,Colombia,5.9,CLIO,1
1973,Colombia,6.7,CLIO,1
1974,Colombia,8.2,CLIO,1
1975,Colombia,9.6,CLIO,1
1976,Colombia,9.5,CLIO,1
1977,Colombia,8,CLIO,1
1978,Colombia,7.6,CLIO,1
1979,Colombia,8.4,CLIO,1
1980,Colombia,16,CLIO,1
1981,Colombia,16,CLIO,1
1982,Colombia,15,CLIO,1
1983,Colombia,14,CLIO,1
1984,Colombia,25,CLIO,1
