year,country,production_tonnes,source,source_priority
1994,Mauritania,1.5,CLIO,1
1995,Mauritania,1.2,CLIO,1
1996,Mauritania,0.2,CLIO,1
2006,Mauritania,0.322,CLIO,1
2007,Mauritania,2.332,CLIO,1
2008,Mauritania,5.528,CLIO,1
2009,Mauritania,7.838,CLIO,1
2010,Mauritania,8.326,CLIO,1
2011,Mauritania,8.211,CLIO,1
2012,Mauritania,7.647,CLIO,1
1526,Mexico,2.358,TePaske,4
1536,Mexico,3.769,TePaske,4
1546,Mexico,1.256,TePaske,4
1556,Mexico,0.124,TePaske,4
1566,Mexico,0.124,TePaske,4
1576,Mexico,0.078,TePaske,4
1586,Mexico,0.082,TePaske,4
1596,Mexico,1.483,TePaske,4
1606,Mexico,3.535,TePaske,4
1616,Mexico,4.01,TePaske,4
1626,Mexico,4.428,TePaske,4
1636,Mexico,3.924,TePaske,4
1646,Mexico,2.427,TePaske,4
1656,Mexico,2.687,TePaske,4
1666,Mexico,2.943,TePaske,4
1676,Mexico,2.372,TePaske,4
1681,Mexico,0.4,CLIO,1
1682,Mexico,0.4,CLIO,1
1683,Mexico,0.4,CLIO,1
1684,Mexico,0.4,CLIO,1
1685,Mexico,0.4,CLIO,1
1686,Mexico,2.186,TePaske,4
1687,Mexico,0.4,CLIO,1
1688,Mexico,0.4,CLIO,1
1689,Mexico,0.4,CLIO,1
1690,Mexico,0.4,CLIO,1
1691,Mexico,0.4,CLIO,1
1692,Mexico,0.4,CLIO,1
1693,Mexico,0.4,CLIO,1
1694,Mexico,0.4,CLIO,1
1695,Mexico,0.4,CLIO,1
1696,Mexico,2.74,TePaske,4
1697,Mexico,0.4,CLIO,1
1698,Mexico,0.4,CLIO,1
1699,Mexico,0.4,CLIO,1
1700,Mexico,0.4,CLIO,1
1701,Mexico,0.5,CLIO,1
1702,Mexico,0.5,CLIO,1
1703,Mexico,0.5,CLIO,1
1704,Mexico,0.5,CLIO,1
1705,Mexico,0.5,CLIO,1
1706,Mexico,2.212,TePaske,4
1707,Mexico,0.5,CLIO,1
1708,Mexico,0.5,CLIO,1
1709,Mexico,0.5,CLIO,1
1710,Mexico,0.5,CLIO,1
1711,Mexico,0.5,CLIO,1
1712,Mexico,0.5,CLIO,1
1713,Mexico,0.5,CLIO,1
1714,Mexico,0.5,CLIO,1
1715,Mexico,0.5,CLIO,1
1716,Mexico,2.498,TePaske,4
1717,Mexico,0.5,CLIO,1
1718,Mexico,0.5,CLIO,1
1719,Mexico,0.5,CLIO,1
1720,Mexico,0.5,CLIO,1
1721,Mexico,0.7,CLIO,1
1722,Mexico,0.7,CLIO,1
1723,Mexico,0.7,CLIO,1
1724,Mexico,0.7,CLIO,1
1725,Mexico,0.7,CLIO,1
1726,Mexico,2.555,TePaske,4
1727,Mexico,0.7,CLIO,1
1728,Mexico,0.7,CLIO,1
1729,Mexico,0.7,CLIO,1
1730,Mexico,0.7,CLIO,1
1731,Mexico,0.7,CLIO,1
1732,Mexico,0.7,CLIO,1
1733,Mexico,0.7,CLIO,1
1734,Mexico,0.7,CLIO,1
1735,Mexico,0.7,CLIO,1
1736,Mexico,4.816,TePaske,4
1737,Mexico,0.7,CLIO,1
1738,Mexico,0.7,CLIO,1
1739,Mexico,0.7,CLIO,1
1740,Mexico,0.7,CLIO,1
1741,Mexico,0.8,CLIO,1
1742,Mexico,0.8,CLIO,1
1743,Mexico,0.8,CLIO,1
1744,Mexico,0.8,CLIO,1
1745,Mexico,0.8,CLIO,1
1746,Mexico,7.411,TePaske,4
1747,Mexico,0.8,CLIO,1
1748,Mexico,0.8,CLIO,1
1749,Mexico,0.8,CLIO,1
1750,Mexico,0.8,CLIO,1
1751,Mexico,0.8,CLIO,1
1752,Mexico,0.8,CLIO,1
1753,Mexico,0.8,CLIO,1
1754,Mexico,0.8,CLIO,1
1755,Mexico,0.8,CLIO,1
1756,Mexico,7.493,TePaske,4
1757,Mexico,0.8,CLIO,1
1758,Mexico,0.8,CLIO,1
1759,Mexico,0.8,CLIO,1
1760,Mexico,0.8,CLIO,1
1761,Mexico,1.3,CLIO,1
1762,Mexico,1.3,CLIO,1
1763,Mexico,1.3,CLIO,1
1764,Mexico,1.3,CLIO,1
1765,Mexico,1.3,CLIO,1
1766,Mexico,9.897,TePaske,4
1767,Mexico,1.3,CLIO,1
1768,Mexico,1.3,CLIO,1
1769,Mexico,1.3,CLIO,1
1770,Mexico,1.3,CLIO,1
1771,Mexico,1.3,CLIO,1
1772,Mexico,1.3,CLIO,1
1773,Mexico,1.3,CLIO,1
1774,Mexico,1.3,CLIO,1
1775,Mexico,1.3,CLIO,1
1776,Mexico,12.22,TePaske,4
1777,Mexico,1.3,CLIO,1
1778,Mexico,1.3,CLIO,1
1779,Mexico,1.3,CLIO,1
1780,Mexico,1.3,CLIO,1
1781,Mexico,1.2,CLIO,1
1782,Mexico,1.2,CLIO,1
1783,Mexico,1.2,CLIO,1
1784,Mexico,1.2,CLIO,1
1785,Mexico,1.2,CLIO,1
1786,Mexico,8.738,TePaske,4
1787,Mexico,1.2,CLIO,1
1788,Mexico,1.2,CLIO,1
1789,Mexico,1.2,CLIO,1
1790,Mexico,1.2,CLIO,1
1791,Mexico,1.2,CLIO,1
1792,Mexico,1.2,CLIO,1
1793,Mexico,1.2,CLIO,1
1794,Mexico,1.2,CLIO,1
1795,Mexico,1.2,CLIO,1
1796,Mexico,15.422,TePaske,4
1797,Mexico,1.2,CLIO,1
1798,Mexico,1.2,CLIO,1
1799,Mexico,1.2,CLIO,1
1800,Mexico,1.2,CLIO,1
1801,Mexico,1.8,CLIO,1
1802,Mexico,1.8,CLIO,1
1803,Mexico,1.8,CLIO,1
1804,Mexico,1.8,CLIO,1
1805,Mexico,1.8,CLIO,1
1806,Mexico,23.843,TePaske,4
1807,Mexico,1.8,CLIO,1
1808,Mexico,1.8,CLIO,1
1809,Mexico,1.8,CLIO,1
1810,Mexico,1.8,CLIO,1
1811,Mexico,1.1,CLIO,1
1812,Mexico,1.1,CLIO,1
1813,Mexico,1.1,CLIO,1
1814,Mexico,1.1,CLIO,1
1815,Mexico,1.1,CLIO,1
1816,Mexico,1.1,CLIO,1
1817,Mexico,1.1,CLIO,1
1818,Mexico,1.1,CLIO,1
1819,Mexico,1.1,CLIO,1
1820,Mexico,1.1,CLIO,1
1821,Mexico,1,CLIO,1
1822,Mexico,1,CLIO,1
1823,Mexico,1,CLIO,1
1824,Mexico,1,CLIO,1
1825,Mexico,1,CLIO,1
1826,Mexico,1,CLIO,1
1827,Mexico,1,CLIO,1
1828,Mexico,1,CLIO,1
1829,Mexico,1,CLIO,1
1830,Mexico,1,CLIO,1
1831,Mexico,0.9,CLIO,1
1832,Mexico,0.9,CLIO,1
1833,Mexico,0.9,CLIO,1
1834,Mexico,0.9,CLIO,1
1835,Mexico,0.9,CLIO,1
1836,Mexico,0.9,CLIO,1
1837,Mexico,0.9,CLIO,1
1838,Mexico,0.9,CLIO,1
1839,Mexico,0.9,CLIO,1
1840,Mexico,0.9,CLIO,1
1841,Mexico,2,CLIO,1
1842,Mexico,2,CLIO,1
1843,Mexico,2,CLIO,1
1844,Mexico,2,CLIO,1
1845,Mexico,2,CLIO,1
1846,Mexico,2,CLIO,1
1847,Mexico,2,CLIO,1
1848,Mexico,2,CLIO,1
1849,Mexico,2,CLIO,1
1850,Mexico,2,CLIO,1
1851,Mexico,2,CLIO,1
1852,Mexico,2,CLIO,1
1853,Mexico,2,CLIO,1
1854,Mexico,2,CLIO,1
1855,Mexico,2,CLIO,1
1856,Mexico,1.4,CLIO,1
1857,Mexico,1.4,CLIO,1
1858,Mexico,1.4,CLIO,1
1859,Mexico,1.4,CLIO,1
1860,Mexico,1.4,CLIO,1
1861,Mexico,1.7,CLIO,1
1862,Mexico,1.7,CLIO,1
1863,Mexico,1.7,CLIO,1
1864,Mexico,1.7,CLIO,1
1865,Mexico,1.7,CLIO,1
1866,Mexico,1.8,CLIO,1
1867,Mexico,1.8,CLIO,1
1868,Mexico,1.8,CLIO,1
1869,Mexico,1.8,CLIO,1
1870,Mexico,1.8,CLIO,1
1871,Mexico,2,CLIO,1
1872,Mexico,1.5,CLIO,1
1873,Mexico,2.1,CLIO,1
1874,Mexico,1.6,CLIO,1
1875,Mexico,1.7,CLIO,1
1876,Mexico,1.5,CLIO,1
1877,Mexico,1.2,CLIO,1
1878,Mexico,1.4,CLIO,1
1879,Mexico,1.5,CLIO,1
1880,Mexico,1.6,CLIO,1
1881,Mexico,1.5,CLIO,1
1882,Mexico,1.5,CLIO,1
1883,Mexico,1.6,CLIO,1
1884,Mexico,1.4,CLIO,1
1885,Mexico,1.6,CLIO,1
1886,Mexico,1.6,CLIO,1
1887,Mexico,1.6,CLIO,1
1888,Mexico,1.6,CLIO,1
1889,Mexico,1.7,CLIO,1
1890,Mexico,1.8,CLIO,1
1891,Mexico,2,CLIO,1
1892,Mexico,2.2,CLIO,1
1893,Mexico,6.8,CLIO,1
1894,Mexico,8.4,CLIO,1
1895,Mexico,9,CLIO,1
1896,Mexico,12.5,CLIO,1
1897,Mexico,11.3,CLIO,1
1898,Mexico,12.8,CLIO,1
1899,Mexico,12.8,CLIO,1
1900,Mexico,13.5,CLIO,1
1901,Mexico,15.5,CLIO,1
1902,Mexico,15.3,CLIO,1
1903,Mexico,16,CLIO,1
1904,Mexico,19,CLIO,1
1905,Mexico,24.2,CLIO,1
1906,Mexico,27.9,CLIO,1
1907,Mexico,28.1,CLIO,1
1908,Mexico,33.6,CLIO,1
1909,Mexico,35.8,CLIO,1
1910,Mexico,37.5,CLIO,1
1911,Mexico,37.4,CLIO,1
1912,Mexico,36.9,CLIO,1
1913,Mexico,28.9,CLIO,1
1914,Mexico,7.2,CLIO,1
1915,Mexico,9.9,CLIO,1
1916,Mexico,11.6,CLIO,1
1917,Mexico,13.5,CLIO,1
1918,Mexico,25.3,CLIO,1
1919,Mexico,23.5,CLIO,1
1920,Mexico,22.9,CLIO,1
1921,Mexico,21.3,CLIO,1
1922,Mexico,23.2,CLIO,1
1923,Mexico,24.2,CLIO,1
1924,Mexico,24.6,CLIO,1
1925,Mexico,24.5,CLIO,1
1926,Mexico,24,CLIO,1
1927,Mexico,22.5,CLIO,1
1928,Mexico,21.8,CLIO,1
1929,Mexico,20.4,CLIO,1
1930,Mexico,20.8,CLIO,1
1931,Mexico,19.4,CLIO,1
1932,Mexico,18.2,CLIO,1
1933,Mexico,19.8,CLIO,1
1934,Mexico,20.6,CLIO,1
1935,Mexico,21.2,CLIO,1
1936,Mexico,23.5,CLIO,1
1937,Mexico,26.3,CLIO,1
1938,Mexico,28.7,CLIO,1
1939,Mexico,26.2,CLIO,1
1940,Mexico,27.5,CLIO,1
1941,Mexico,24.9,CLIO,1
1942,Mexico,24.9,CLIO,1
1943,Mexico,19.6,CLIO,1
1944,Mexico,15.83,CLIO,1
1945,Mexico,15.5,CLIO,1
1946,Mexico,13.1,CLIO,1
1947,Mexico,14.5,CLIO,1
1948,Mexico,11.4,CLIO,1
1949,Mexico,12.6,CLIO,1
1950,Mexico,12.7,CLIO,1
1951,Mexico,12.2,CLIO,1
1952,Mexico,14.3,CLIO,1
1953,Mexico,15,CLIO,1
1954,Mexico,12,CLIO,1
1955,Mexico,11.9,CLIO,1
1956,Mexico,10.9,CLIO,1
1957,Mexico,10.8,CLIO,1
1958,Mexico,10.3,CLIO,1
1959,Mexico,9.8,CLIO,1
1960,Mexico,9.1,CLIO,1
1961,Mexico,8.4,CLIO,1
1962,Mexico,7.4,CLIO,1
1963,Mexico,7.4,CLIO,1
1964,Mexico,6.5,CLIO,1
1965,Mexico,6.7,CLIO,1
1966,Mexico,6.6,CLIO,1
1967,Mexico,5.7,CLIO,1
1968,Mexico,4.6,CLIO,1
1969,Mexico,6.7,CLIO,1
1970,Mexico,6.2,CLIO,1
1971,Mexico,4.7,CLIO,1
1972,Mexico,4.5,CLIO,1
1973,Mexico,4.1,CLIO,1
1974,Mexico,4.2,CLIO,1
1975,Mexico,4.1,CLIO,1
1976,Mexico,5.1,CLIO,1
1977,Mexico,6.6,CLIO,1
1978,Mexico,6.3,CLIO,1
1979,Mexico,5.9,CLIO,1
1980,Mexico,6.1,CLIO,1
1981,Mexico,6.3,CLIO,1
1982,Mexico,6.1,CLIO,1
1983,Mexico,6.9,CLIO,1
1984,Mexico,7.1,CLIO,1
1985,Mexico,7.5,CLIO,1
1986,Mexico,7.8,CLIO,1
1987,Mexico,8,CLIO,1
1988,Mexico,9.1,CLIO,1
1989,Mexico,8.6,CLIO,1
1990,Mexico,8.3,CLIO,1
1991,Mexico,8.937,CLIO,1
1992,Mexico,10.412,CLIO,1
1993,Mexico,11.121,CLIO,1
1994,Mexico,14.642,CLIO,1
1995,Mexico,20.3,CLIO,1
1996,Mexico,24.5,CLIO,1
1997,Mexico,26,CLIO,1
1998,Mexico,25.2,CLIO,1
1999,Mexico,23.8,CLIO,1
2000,Mexico,26.4,CLIO,1
2001,Mexico,23.5,CLIO,1
2002,Mexico,21.3,CLIO,1
2003,Mexico,20.4,CLIO,1
2004,Mexico,21.8,CLIO,1
2005,Mexico,30.4,CLIO,1
2006,Mexico,39,CLIO,1
2007,Mexico,43.7,CLIO,1
2008,Mexico,50.8,CLIO,1
2009,Mexico,62.4,CLIO,1
2010,Mexico,79.4,CLIO,1
2011,Mexico,88.649,CLIO,1
2012,Mexico,102.802,CLIO,1
1991,Mongolia,0.8,CLIO,1
1992,Mongolia,0.9,CLIO,1
1993,Mongolia,1.2,CLIO,1
1994,Mongolia,1.742,CLIO,1
1995,Mongolia,4.5,CLIO,1
1996,Mongolia,7,CLIO,1
1997,Mongolia,8.5,CLIO,1
1998,Mongolia,9.5,CLIO,1
1999,Mongolia,10.3,CLIO,1
2000,Mongolia,11.8,CLIO,1
2001,Mongolia,13.7,CLIO,1
2002,Mongolia,12.1,CLIO,1
2003,Mongolia,11.1,CLIO,1
2004,Mongolia,19.4,CLIO,1
2005,Mongolia,24.1,CLIO,1
2006,Mongolia,22.6,CLIO,1
2007,Mongolia,17.5,CLIO,1
2008,Mongolia,15.2,CLIO,1
2009,Mongolia,9.8,CLIO,1
2010,Mongolia,6,CLIO,1
2011,Mongolia,5.703,CLIO,1
2012,Mongolia,5.995,CLIO,1
1935,Morocco,0.022112628018,CLIO,1
1936,Morocco,0.04252428465,CLIO,1
1937,Morocco,0.131258291953,CLIO,1
1938,Morocco,0.250609784204,CLIO,1
1939,Morocco,0.237002013116,CLIO,1
1940,Morocco,0.113965082862,CLIO,1
1941,Morocco,0.0218574823101,CLIO,1
1942,Morocco,0.7654371237,CLIO,1
1943,Morocco,0.0701650696725,CLIO,1
1944,Morocco,0.072858274367,CLIO,1
1945,Morocco,0.004535923696,CLIO,1
1950,Morocco,0.0033735932489,CLIO,1
1951,Morocco,0.0583433185398,CLIO,1
1952,Morocco,0.114843918078,CLIO,1
1953,Morocco,0.0719227401047,CLIO,1
1954,Morocco,0.101151098421,CLIO,1
1955,Morocco,0.121222560776,CLIO,1
1956,Morocco,0.0074842740984,CLIO,1
1960,Morocco,0.0029483504024,CLIO,1
1961,Morocco,0.0038555351416,CLIO,1
1995,Morocco,0.6,CLIO,1
1996,Morocco,0.5,CLIO,1
1997,Morocco,0.5,CLIO,1
1998,Morocco,0.5,CLIO,1
1999,Morocco,0.5,CLIO,1
2000,Morocco,0.5,CLIO,1
2001,Morocco,1.2,CLIO,1
2002,Morocco,2.8,CLIO,1
2003,Morocco,1.9,CLIO,1
2004,Morocco,1.9,CLIO,1
2005,Morocco,1.2,CLIO,1
2006,Morocco,1,CLIO,1
2007,Morocco,0.771,CLIO,1
2008,Morocco,0.587,CLIO,1
2009,Morocco,0.47,CLIO,1
2010,Morocco,0.65,CLIO,1
2011,Morocco,0.52,CLIO,1
2012,Morocco,0.52,CLIO,1
1913,Mozambique,0.161563932147,CLIO,1
1914,Mozambique,0.432698771075,CLIO,1
1915,Mozambique,0.366332537498,CLIO,1
1916,Mozambique,0.317996600613,CLIO,1
1917,Mozambique,0.277201636872,CLIO,1
1918,Mozambique,0.158530533175,CLIO,1
1919,Mozambique,0.164526457311,CLIO,1
1920,Mozambique,0.167524419379,CLIO,1
1921,Mozambique,0.170522381446,CLIO,1
1922,Mozambique,0.332681653578,CLIO,1
1923,Mozambique,0.328896992245,CLIO,1
1924,Mozambique,0.325112330911,CLIO,1
1925,Mozambique,0.348472337945,CLIO,1
1926,Mozambique,0.30919407369,CLIO,1
1927,Mozambique,0.269915809435,CLIO,1
1928,Mozambique,0.120173628421,CLIO,1
1929,Mozambique,0.0127289358719,CLIO,1
1930,Mozambique,0.0049895160656,CLIO,1
1931,Mozambique,0.0152520434278,CLIO,1
1932,Mozambique,0.0755514790615,CLIO,1
1933,Mozambique,0.0483359368855,CLIO,1
1934,Mozambique,0.289051737528,CLIO,1
1935,Mozambique,0.214861035575,CLIO,1
1936,Mozambique,0.473748880524,CLIO,1
1937,Mozambique,0.364929236105,CLIO,1
1938,Mozambique,0.256109591685,CLIO,1
1939,Mozambique,0.288031154696,CLIO,1
1940,Mozambique,0.29894572109,CLIO,1
1941,Mozambique,0.237880848332,CLIO,1
1942,Mozambique,0.185037337274,CLIO,1
1943,Mozambique,0.183194618272,CLIO,1
1944,Mozambique,0.214208996544,CLIO,1
1945,Mozambique,0.224216378198,CLIO,1
1946,Mozambique,0.163435000671,CLIO,1
1947,Mozambique,0.153115774263,CLIO,1
1948,Mozambique,0.134206642355,CLIO,1
1949,Mozambique,0.0699666230108,CLIO,1
1950,Mozambique,0.0282361250076,CLIO,1
1951,Mozambique,0.0244089393891,CLIO,1
1952,Mozambique,0.0235584536961,CLIO,1
1953,Mozambique,0.0293134068854,CLIO,1
1954,Mozambique,0.0574644833237,CLIO,1
1955,Mozambique,0.0353518553057,CLIO,1
1956,Mozambique,0.0353518553057,CLIO,1
1957,Mozambique,0.030617484948,CLIO,1
1958,Mozambique,0.0197029185545,CLIO,1
1959,Mozambique,0.0083631093145,CLIO,1
1960,Mozambique,0.0063786426975,CLIO,1
1961,Mozambique,0.0029766999255,CLIO,1
1962,Mozambique,0.0025798066021,CLIO,1
1963,Mozambique,8.221361699e-4,CLIO,1
1964,Mozambique,0.001133980924,CLIO,1
1965,Mozambique,8.50485693e-4,CLIO,1
1966,Mozambique,3.118447541e-4,CLIO,1
1967,Mozambique,6.236895082e-4,CLIO,1
1968,Mozambique,1.700971386e-4,CLIO,1
1969,Mozambique,5.953399851e-4,CLIO,1
1991,Mozambique,0.394,CLIO,1
1992,Mozambique,0.296,CLIO,1
1993,Mozambique,0.149,CLIO,1
1994,Mozambique,0.336,CLIO,1
1995,Mozambique,0.236,CLIO,1
1996,Mozambique,0.1,CLIO,1
2003,Mozambique,0.1,CLIO,1
2004,Mozambique,0.1,CLIO,1
2005,Mozambique,0.1,CLIO,1
2006,Mozambique,0.1,CLIO,1
2007,Mozambique,0.1,CLIO,1
2008,Mozambique,0.298,CLIO,1
2009,Mozambique,0.511,CLIO,1
2010,Mozambique,0.106,CLIO,1
2011,Mozambique,0.103,CLIO,1
2012,Mozambique,0.1,CLIO,1
1935,Myanmar,0.0420423427573,CLIO,1
1936,Myanmar,0.0407949637409,CLIO,1
1937,Myanmar,0.0284629211924,CLIO,1
1938,Myanmar,0.0342745734279,CLIO,1
1939,Myanmar,0.0341895248586,CLIO,1
1940,Myanmar,0.0356070010136,CLIO,1
1941,Myanmar,0.0182287433533,CLIO,1
1942,Myanmar,8.50485693e-4,CLIO,1
1943,Myanmar,8.50485693e-4,CLIO,1
1944,Myanmar,8.50485693e-4,CLIO,1
1945,Myanmar,8.50485693e-4,CLIO,1
1946,Myanmar,5.66990462e-5,CLIO,1
1947,Myanmar,0.0018994180477,CLIO,1
1948,Myanmar,0.0037137875261,CLIO,1
1949,Myanmar,0.0055281570045,CLIO,1
1950,Myanmar,0.004252428465,CLIO,1
1951,Myanmar,0.0049044674963,CLIO,1
1952,Myanmar,0.0012190294933,CLIO,1
1953,Myanmar,0.0160741795977,CLIO,1
1954,Myanmar,0.004819418927,CLIO,1
1955,Myanmar,0.0035153408644,CLIO,1
1956,Myanmar,0.0035720399106,CLIO,1
1957,Myanmar,0.0047060208346,CLIO,1
1958,Myanmar,0.005386409389,CLIO,1
1959,Myanmar,0.0060100988972,CLIO,1
1960,Myanmar,0.0086182550224,CLIO,1
1961,Myanmar,0.0054998074814,CLIO,1
1962,Myanmar,0.00566990462,CLIO,1
1963,Myanmar,0.00566990462,CLIO,1
1964,Myanmar,0.00566990462,CLIO,1
1965,Myanmar,0.00566990462,CLIO,1
1966,Myanmar,0.00566990462,CLIO,1
1967,Myanmar,0.00566990462,CLIO,1
1968,Myanmar,0.00566990462,CLIO,1
1969,Myanmar,0.00566990462,CLIO,1
1988,Myanmar,0.309,CLIO,1
1989,Myanmar,0.426,CLIO,1
1990,Myanmar,0.784,CLIO,1
1991,Myanmar,0.035,CLIO,1
1992,Myanmar,0.031,CLIO,1
1993,Myanmar,0.051,CLIO,1
1994,Myanmar,0.139,CLIO,1
1995,Myanmar,0.4,CLIO,1
1996,Myanmar,0.2,CLIO,1
1997,Myanmar,0.4,CLIO,1
1998,Myanmar,0.3,CLIO,1
1999,Myanmar,0.3,CLIO,1
2000,Myanmar,0.1,CLIO,1
2001,Myanmar,0.1,CLIO,1
2002,Myanmar,0.1,CLIO,1
2003,Myanmar,0.1,CLIO,1
2004,Myanmar,0.1,CLIO,1
2005,Myanmar,0.2,CLIO,1
2006,Myanmar,0.1,CLIO,1
2007,Myanmar,0.1,CLIO,1
2009,Myanmar,0.1,CLIO,1
1924,Namibia,0.0041673798957,CLIO,1
1925,Namibia,0.050462151118,CLIO,1
1926,Namibia,0.04819418927,CLIO,1
1927,Namibia,0.0278959307304,CLIO,1
1928,Namibia,0.0153370919971,CLIO,1
1929,Namibia,0.0123320425485,CLIO,1
1930,Namibia,0.0062935941282,CLIO,1
1931,Namibia,0.016159228167,CLIO,1
1932,Namibia,0.025231075559,CLIO,1
1933,Namibia,0.0271021440836,CLIO,1
1934,Namibia,0.0257413669748,CLIO,1
1935,Namibia,0.0908885710586,CLIO,1
1936,Namibia,0.115240811402,CLIO,1
1937,Namibia,0.0794920627724,CLIO,1
1938,Namibia,0.0509157434876,CLIO,1
1939,Namibia,0.03968933234,CLIO,1
1940,Namibia,0.0228780651417,CLIO,1
1941,Namibia,0.0228780651417,CLIO,1
1942,Namibia,0.0060667979434,CLIO,1
1943,Namibia,0.0049611665425,CLIO,1
1944,Namibia,0.0027782532638,CLIO,1
1945,Namibia,0.0023813599404,CLIO,1
1946,Namibia,0.00171514614755,CLIO,1
1947,Namibia,0.0010489323547,CLIO,1
1948,Namibia,0.0132959263339,CLIO,1
1962,Namibia,0.0051879627273,CLIO,1
1963,Namibia,8.50485693e-5,CLIO,1
1964,Namibia,9.071847392e-4,CLIO,1
1965,Namibia,3.968933234e-4,CLIO,1
1966,Namibia,3.401942772e-4,CLIO,1
1968,Namibia,2.83495231e-4,CLIO,1
1987,Namibia,0.172,CLIO,1
1988,Namibia,0.24,CLIO,1
1989,Namibia,0.336,CLIO,1
1990,Namibia,1.634,CLIO,1
1991,Namibia,1.85,CLIO,1
1992,Namibia,2.025,CLIO,1
1993,Namibia,1.953,CLIO,1
1994,Namibia,2.394,CLIO,1
1995,Namibia,2.4,CLIO,1
1996,Namibia,2.2,CLIO,1
1997,Namibia,2.4,CLIO,1
1998,Namibia,1.9,CLIO,1
1999,Namibia,2,CLIO,1
2000,Namibia,2.4,CLIO,1
2001,Namibia,2.7,CLIO,1
2002,Namibia,2.7,CLIO,1
2003,Namibia,2.5,CLIO,1
2004,Namibia,2.2,CLIO,1
2005,Namibia,2.7,CLIO,1
2006,Namibia,2.8,CLIO,1
2007,Namibia,3.2,CLIO,1
2008,Namibia,3.4,CLIO,1
2009,Namibia,2.067,CLIO,1
2010,Namibia,1.929,CLIO,1
2011,Namibia,1.453,CLIO,1
2012,Namibia,1.549,CLIO,1
1536,New Granada,2.264,TePaske,4
1546,New Granada,2.089,TePaske,4
1556,New Granada,5.593,TePaske,4
1566,New Granada,7.604,TePaske,4
1576,New Granada,7.977,TePaske,4
1586,New Granada,6.728,TePaske,4
1596,New Granada,12.541,TePaske,4
1606,New Granada,13.934,TePaske,4
1616,New Granada,11.153,TePaske,4
1626,New Granada,8.951,TePaske,4
1636,New Granada,3.548,TePaske,4
1646,New Granada,7.885,TePaske,4
1656,New Granada,7.54,TePaske,4
1666,New Granada,4.105,TePaske,4
1676,New Granada,4.406,TePaske,4
1686,New Granada,6.437,TePaske,4
1696,New Granada,4.95,TePaske,4
1706,New Granada,5.14,TePaske,4
1716,New Granada,7.499,TePaske,4
1726,New Granada,8.57,TePaske,4
1736,New Granada,10.21,TePaske,4
1746,New Granada,14.793,TePaske,4
1756,New Granada,17.759,TePaske,4
1766,New Granada,20.501,TePaske,4
1776,New Granada,22.681,TePaske,4
1786,New Granada,27.869,TePaske,4
1796,New Granada,33.13,TePaske,4
1806,New Granada,34.535,TePaske,4
1857,New Zealand,0.3,CLIO,1
1858,New Zealand,0.4,CLIO,1
1859,New Zealand,0.2,CLIO,1
1860,New Zealand,0.1,CLIO,1
1861,New Zealand,5.5,CLIO,1
1862,New Zealand,11.6,CLIO,1
1863,New Zealand,17.8,CLIO,1
1864,New Zealand,13.6,CLIO,1
1865,New Zealand,16.3,CLIO,1
1866,New Zealand,20.8,CLIO,1
1867,New Zealand,19.5,CLIO,1
1868,New Zealand,18.1,CLIO,1
1869,New Zealand,17.4,CLIO,1
1870,New Zealand,15.4,CLIO,1
1871,New Zealand,20.7,CLIO,1
1872,New Zealand,12.6,CLIO,1
1873,New Zealand,14.3,CLIO,1
1874,New Zealand,10.7,CLIO,1
1875,New Zealand,10.1,CLIO,1
1876,New Zealand,9.1,CLIO,1
1877,New Zealand,10.5,CLIO,1
1878,New Zealand,8.8,CLIO,1
1879,New Zealand,8.1,CLIO,1
1880,New Zealand,8.7,CLIO,1
1881,New Zealand,7.7,CLIO,1
1882,New Zealand,7.1,CLIO,1
1883,New Zealand,7,CLIO,1
1884,New Zealand,6.5,CLIO,1
1885,New Zealand,6.7,CLIO,1
1886,New Zealand,6.4,CLIO,1
1887,New Zealand,5.8,CLIO,1
1888,New Zealand,5.7,CLIO,1
1889,New Zealand,5.8,CLIO,1
1890,New Zealand,5.5,CLIO,1
1891,New Zealand,7.1,CLIO,1
1892,New Zealand,6.7,CLIO,1
1893,New Zealand,7.1,CLIO,1
1894,New Zealand,6.9,CLIO,1
1895,New Zealand,9.1,CLIO,1
1896,New Zealand,8.2,CLIO,1
1897,New Zealand,7.8,CLIO,1
1898,New Zealand,12.2,CLIO,1
1899,New Zealand,13.1,CLIO,1
1900,New Zealand,11.3,CLIO,1
1901,New Zealand,13.2,CLIO,1
1902,New Zealand,14.4,CLIO,1
1903,New Zealand,15,CLIO,1
1904,New Zealand,15.6,CLIO,1
1905,New Zealand,15.4,CLIO,1
1906,New Zealand,17,CLIO,1
1907,New Zealand,15.1,CLIO,1
1908,New Zealand,14.8,CLIO,1
1909,New Zealand,14.6,CLIO,1
1910,New Zealand,13.9,CLIO,1
1911,New Zealand,14.1,CLIO,1
1912,New Zealand,9.7,CLIO,1
1913,New Zealand,10.7,CLIO,1
1914,New Zealand,6.5,CLIO,1
1915,New Zealand,12.4,CLIO,1
1916,New Zealand,8.8,CLIO,1
1917,New Zealand,6.6,CLIO,1
1918,New Zealand,0.3,CLIO,1
1919,New Zealand,9.8,CLIO,1
1920,New Zealand,6.6,CLIO,1
1921,New Zealand,4.6,CLIO,1
1922,New Zealand,4.1,CLIO,1
1923,New Zealand,4.8,CLIO,1
1924,New Zealand,4.2,CLIO,1
